"lingo";"stakeholder_key";"category_level1";"category_level2";"compoundgroup_name";"sampleobscore_key";"varname";"name";"label";"harmonisationlevel";"relatedinfo";"datatype_key";"samplegroup_key";"vartype_key";"sampleobscore_sort";"unit_key";"unit_name";"preferred_unit_name";"preferred_unit_key";"significantdecimals";"extensions";"formula";"zeroallowed";"min";"max";"p50";"p95";"chebi";"casnumber";"inchikey";"iupac";"refs";"molweight_grampermol";"projectname";"category_sort";"sampleobsbase_key";"sampleobsbase_name";"sampleobsbase_label"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb105";"pcb105";"Polychlorinated biphenyl 105";"PCB 105";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15001;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.0105;0.0136;"CHEBI:81518";"32598-14-4";"WIDHRBRBACOVOY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 105";"Polychlorinated biphenyl 105";"PCB 105"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb105";"pcb105";"Polychlorinated biphenyl 105";"PCB 105";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15001;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"CHEBI:81518";"32598-14-4";"WIDHRBRBACOVOY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 105";"Polychlorinated biphenyl 105";"PCB 105"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb110";"pcb110";"Polychlorinated biphenyl 110";"PCB 110";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15032;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.008424;0.0310284;"";"38380-03-9";"ARXHIJMGSIYYRZ-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 110";"Polychlorinated biphenyl 110";"PCB 110"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb114";"pcb114";"Polychlorinated biphenyl 114";"PCB 114";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15033;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"CHEBI:81519";"74472-37-0";"SXZSFWHOSHAKMN-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 114";"Polychlorinated biphenyl 114";"PCB 114"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb118";"pcb118";"Polychlorinated biphenyl 118";"PCB 118";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15002;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.013;0.0346666666666667;"CHEBI:81520";"31508-00-6";"IUTPYMGCWINGEY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 118";"Polychlorinated biphenyl 118";"PCB 118"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb118";"pcb118";"Polychlorinated biphenyl 118";"PCB 118";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15002;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.038125;0.0906;"CHEBI:81520";"31508-00-6";"IUTPYMGCWINGEY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 118";"Polychlorinated biphenyl 118";"PCB 118"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb123";"pcb123";"Polychlorinated biphenyl 123";"PCB 123";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15034;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"CHEBI:81521";"65510-44-3";"YAHNWSSFXMVPOU-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 123";"Polychlorinated biphenyl 123";"PCB 123"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb126";"pcb126";"Polychlorinated biphenyl 126";"PCB 126";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15035;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"CHEBI:34317";"57465-28-8";"REHONNLQRWTIFF-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 126";"Polychlorinated biphenyl 126";"PCB 126"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb128";"pcb128";"Polychlorinated biphenyl 128";"PCB 128";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15003;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;0.004;"";"38380-07-3";"BTAGRXWGMYTPBY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 128";"Polychlorinated biphenyl 128";"PCB 128"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb128";"pcb128";"Polychlorinated biphenyl 128";"PCB 128";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15003;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.007;0.0115;"";"38380-07-3";"BTAGRXWGMYTPBY-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 128";"Polychlorinated biphenyl 128";"PCB 128"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb138";"pcb138";"Polychlorinated biphenyl 138";"PCB 138";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15004;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.0295933333333333;0.0756666666666667;"";"35065-28-2";"RPUMZMSNLZHIGZ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 138";"Polychlorinated biphenyl 138";"PCB 138"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb138";"pcb138";"Polychlorinated biphenyl 138";"PCB 138";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15004;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.1068;0.2517;"";"35065-28-2";"RPUMZMSNLZHIGZ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 138";"Polychlorinated biphenyl 138";"PCB 138"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb146";"pcb146";"Polychlorinated biphenyl 146";"PCB 146";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15005;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.003;0.009;"";"51908-16-8";"BQHCQAQLTCQFJZ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 146";"Polychlorinated biphenyl 146";"PCB 146"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb146";"pcb146";"Polychlorinated biphenyl 146";"PCB 146";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15005;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.02025;0.055;"";"51908-16-8";"BQHCQAQLTCQFJZ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 146";"Polychlorinated biphenyl 146";"PCB 146"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb149";"pcb149";"Polychlorinated biphenyl 149";"PCB 149";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15036;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.004212;0.013338;"";"38380-04-0";"LKHLFUVHHXCNJH-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 149";"Polychlorinated biphenyl 149";"PCB 149"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb151";"pcb151";"Polychlorinated biphenyl 151";"PCB 151";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15037;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"52663-63-5";"UHCLFIWDCYOTOL-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 151";"Polychlorinated biphenyl 151";"PCB 151"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb153";"pcb153";"Polychlorinated biphenyl 153";"PCB 153";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15006;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.0476666666666667;0.128234333333333;"CHEBI:34202";"35065-27-1";"MVWHGTYKUMDIHL-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 153";"Polychlorinated biphenyl 153";"PCB 153"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb153";"pcb153";"Polychlorinated biphenyl 153";"PCB 153";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15006;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";0;;;0.2237;0.5146;"CHEBI:34202";"35065-27-1";"MVWHGTYKUMDIHL-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 153";"Polychlorinated biphenyl 153";"PCB 153"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb156";"pcb156";"Polychlorinated biphenyl 156";"PCB 156";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15007;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;0.004;"CHEBI:81522";"38380-08-4";"LCXMEXLGMKFLQO-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 156";"Polychlorinated biphenyl 156";"PCB 156"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb156";"pcb156";"Polychlorinated biphenyl 156";"PCB 156";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15007;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.0396;5.06225;"CHEBI:81522";"38380-08-4";"LCXMEXLGMKFLQO-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 156";"Polychlorinated biphenyl 156";"PCB 156"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb157";"pcb157";"Polychlorinated biphenyl 157";"PCB 157";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15038;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.005616;0.026676;"CHEBI:81523";"69782-90-7";"YTWXDQVNPCIEOX-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 157";"Polychlorinated biphenyl 157";"PCB 157"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb158";"pcb158";"Polychlorinated biphenyl 158";"PCB 158";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15039;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"74472-42-7";"ZQUPQXINXTWCQR-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 158";"Polychlorinated biphenyl 158";"PCB 158"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb167";"pcb167";"Polychlorinated biphenyl 167";"PCB 167";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15040;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.01;0.02;"CHEBI:81524";"52663-72-6";"AZXHAWRMEPZSSV-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 167";"Polychlorinated biphenyl 167";"PCB 167"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb169";"pcb169";"Polychlorinated biphenyl 169";"PCB 169";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15041;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.000111618;0.000285012;"CHEBI:81517";"32774-16-6";"ZHLICBPIXDOFFG-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 169";"Polychlorinated biphenyl 169";"PCB 169"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb170";"pcb170";"Polychlorinated biphenyl 170";"PCB 170";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15008;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.008;0.0306666666666667;"";"35065-30-6";"RMPWIIKNWPVWNG-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 170";"Polychlorinated biphenyl 170";"PCB 170"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb170";"pcb170";"Polychlorinated biphenyl 170";"PCB 170";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15008;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.0625;0.1437;"";"35065-30-6";"RMPWIIKNWPVWNG-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 170";"Polychlorinated biphenyl 170";"PCB 170"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb170";"pcb170";"Polychlorinated biphenyl 170";"PCB 170";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"breast milk";"measured";15008;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"35065-30-6";"RMPWIIKNWPVWNG-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 170";"Polychlorinated biphenyl 170";"PCB 170"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb171";"pcb171";"Polychlorinated biphenyl 171";"PCB 171";"HBM4EU";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15009;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"52663-71-5";"TZMHVHLTPWKZCI-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 171";"Polychlorinated biphenyl 171";"PCB 171"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb171";"pcb171";"Polychlorinated biphenyl 171";"PCB 171";"HBM4EU";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15009;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.016;0.0133333333333333;"";"52663-71-5";"TZMHVHLTPWKZCI-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 171";"Polychlorinated biphenyl 171";"PCB 171"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb172";"pcb172";"Polychlorinated biphenyl 172";"PCB 172";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15042;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.006318;0.0292032;"";"52663-74-8";"HOPMUCXYRNOABF-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 172";"Polychlorinated biphenyl 172";"PCB 172"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb174";"pcb174";"Polychlorinated biphenyl 174";"PCB 174";"HBM4EU";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15010;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"38411-25-5";"ZDLMBNHYTPHDLF-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 174";"Polychlorinated biphenyl 174";"PCB 174"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb174";"pcb174";"Polychlorinated biphenyl 174";"PCB 174";"HBM4EU";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15010;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"38411-25-5";"ZDLMBNHYTPHDLF-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 174";"Polychlorinated biphenyl 174";"PCB 174"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb177";"pcb177";"Polychlorinated biphenyl 177";"PCB 177";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15011;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;0.003;"";"52663-70-4";"CXOYNJAHPUASHN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 177";"Polychlorinated biphenyl 177";"PCB 177"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb177";"pcb177";"Polychlorinated biphenyl 177";"PCB 177";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15011;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.010042;0.025136;"";"52663-70-4";"CXOYNJAHPUASHN-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 177";"Polychlorinated biphenyl 177";"PCB 177"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb178";"pcb178";"Polychlorinated biphenyl 178";"PCB 178";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15043;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.01;0.03;"";"52663-67-9";"WCIBKXHMIXUQHK-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 178";"Polychlorinated biphenyl 178";"PCB 178"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb18";"pcb18";"Polychlorinated biphenyl 18";"PCB 18";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15022;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"37680-65-2";"DCMURXAZTZQAFB-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 18";"Polychlorinated biphenyl 18";"PCB 18"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb180";"pcb180";"Polychlorinated biphenyl 180";"PCB 180";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15012;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.15562;0.3598;"";"35065-29-3";"WBHQEUPUMONIKF-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 180";"Polychlorinated biphenyl 180";"PCB 180"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb180";"pcb180";"Polychlorinated biphenyl 180";"PCB 180";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15012;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.03;0.0763333333333333;"";"35065-29-3";"WBHQEUPUMONIKF-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 180";"Polychlorinated biphenyl 180";"PCB 180"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb183";"pcb183";"Polychlorinated biphenyl 183";"PCB 183";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15013;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;0.004;"";"52663-69-1";"KQBFUDNJKCZEDQ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 183";"Polychlorinated biphenyl 183";"PCB 183"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb183";"pcb183";"Polychlorinated biphenyl 183";"PCB 183";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15013;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.0114;0.0306;"";"52663-69-1";"KQBFUDNJKCZEDQ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 183";"Polychlorinated biphenyl 183";"PCB 183"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb187";"pcb187";"Polychlorinated biphenyl 187";"PCB 187";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15014;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.0266666666666667;0.068125;"";"52663-68-0";"UDMZPLROONOSEF-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 187";"Polychlorinated biphenyl 187";"PCB 187"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb187";"pcb187";"Polychlorinated biphenyl 187";"PCB 187";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15014;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.005;0.0175;"";"52663-68-0";"UDMZPLROONOSEF-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 187";"Polychlorinated biphenyl 187";"PCB 187"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb189";"pcb189";"Polychlorinated biphenyl 189";"PCB 189";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15044;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.002808;0.0103194;"CHEBI:81525";"39635-31-9";"XUAWBXBYHDRROL-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 189";"Polychlorinated biphenyl 189";"PCB 189"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb194";"pcb194";"Polychlorinated biphenyl 194";"PCB 194";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15015;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"35694-08-7";"DTMRKGRREZAYAP-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 194";"Polychlorinated biphenyl 194";"PCB 194"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb194";"pcb194";"Polychlorinated biphenyl 194";"PCB 194";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15015;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.0276666666666667;0.06;"";"35694-08-7";"DTMRKGRREZAYAP-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 194";"Polychlorinated biphenyl 194";"PCB 194"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb195";"pcb195";"Polychlorinated biphenyl 195";"PCB 195";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15045;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.006318;0.0316602;"";"52663-78-2";"JAHJITLFJSDRCG-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 195";"Polychlorinated biphenyl 195";"PCB 195"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb196";"pcb196";"Polychlorinated biphenyl 196";"PCB 196";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15016;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.023868;0.1053;"";"42740-50-1";"BQFCCUSDZLKBJG-UHFFFAOYSA-N";"";"";;"Parc Mixtures project";10003;"Polychlorinated biphenyl 196";"Polychlorinated biphenyl 196";"PCB 196"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb196and203";"pcb196and203";"Measured Sum of pcb196 and pcb203";"Measured ";"HBM4EU";"related to= Polychlorinated biphenyl 196 (PCB 196) (42740-50-1);Polychlorinated biphenyl 203 (PCB 203) (52663-76-0)";"decimal";"blood";"measured";15017;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"";"";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"";"";""
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb196and203";"pcb196and203";"Measured Sum of pcb196 and pcb203";"Measured ";"HBM4EU";"related to= Polychlorinated biphenyl 196 (PCB 196) (42740-50-1);Polychlorinated biphenyl 203 (PCB 203) (52663-76-0)";"decimal";"cord blood";"measured";15017;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;;"";"";"";"";"";;"HBM4EU Existing studies";10003;"";"";""
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb199";"pcb199";"Polychlorinated biphenyl 199";"PCB 199";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"cord blood";"measured";15018;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;;0.002;"";"52663-75-9";"HJBYDWKNARZTMJ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies";10003;"Polychlorinated biphenyl 199";"Polychlorinated biphenyl 199";"PCB 199"
"en";"Parc";"Exposure marker";"Organochlorine compounds (OCs)";"PCBs";"pcb199";"pcb199";"Polychlorinated biphenyl 199";"PCB 199";"Parc";"parentcompound=Polychlorinated biphenyl (PCB)";"decimal";"blood";"measured";15018;"µg/L";"µg/L";"µg/L";"µg/L";;"lip";"";;;;0.036;0.03125;"";"52663-75-9";"HJBYDWKNARZTMJ-UHFFFAOYSA-N";"";"";;"HBM4EU Existing studies;Parc Mixtures project";10003;"Polychlorinated biphenyl 199";"Polychlorinated biphenyl 199";"PCB 199"
